Atleta,Fecha,Distancia_km,Sprint_m,Carga_Diaria,Carga_Aguda,Carga_Cronica,ACWR,Zona_Riesgo
Atleta_06,2026-03-17,9.0,927.8,645.71,606.07,564.35,1.07,Zona Optima
Atleta_06,2026-03-18,13.17,806.0,762.99,621.1,575.38,1.08,Zona Optima
Atleta_06,2026-03-19,10.97,200.2,493.8,603.75,571.09,1.06,Zona Optima
Atleta_06,2026-03-20,5.01,939.6,484.6,579.84,566.77,1.02,Zona Optima
Atleta_06,2026-03-21,4.83,201.5,337.1,568.02,555.83,1.02,Zona Optima
Atleta_06,2026-03-22,7.95,435.4,443.4,548.75,550.72,1.0,Zona Optima
Atleta_06,2026-03-23,9.73,814.8,631.63,542.75,554.24,0.98,Zona Optima
Atleta_06,2026-03-24,7.52,945.2,590.75,534.9,555.76,0.96,Zona Optima
Atleta_06,2026-03-25,13.62,326.9,643.21,517.78,559.26,0.93,Zona Optima
Atleta_06,2026-03-26,4.39,795.2,408.51,505.6,553.46,0.91,Zona Optima
Atleta_06,2026-03-27,6.61,254.1,458.43,501.86,549.94,0.91,Zona Optima
Atleta_06,2026-03-28,11.81,902.4,749.29,560.75,557.06,1.01,Zona Optima
Atleta_06,2026-03-29,13.26,272.2,611.02,584.69,555.4,1.05,Zona Optima
Atleta_06,2026-03-30,10.52,681.2,626.84,584.01,555.96,1.05,Zona Optima
Atleta_06,2026-03-31,5.7,574.2,408.15,557.92,557.73,1.0,Zona Optima
Atleta_06,2026-04-01,10.98,731.5,658.75,560.14,564.32,0.99,Zona Optima
Atleta_06,2026-04-02,12.4,204.2,556.75,581.32,562.65,1.03,Zona Optima
Atleta_06,2026-04-03,11.42,287.7,543.46,593.47,567.05,1.05,Zona Optima
Atleta_06,2026-04-04,5.02,803.6,438.6,549.08,556.99,0.99,Zona Optima
Atleta_06,2026-04-05,8.84,442.6,487.82,531.48,555.62,0.96,Zona Optima
Atleta_06,2026-04-06,6.87,515.7,432.7,503.75,556.18,0.91,Zona Optima
Atleta_06,2026-04-07,10.67,327.7,522.75,520.12,554.75,0.94,Zona Optima
Atleta_06,2026-04-08,10.48,902.6,692.43,524.93,555.99,0.94,Zona Optima
Atleta_06,2026-04-09,4.7,174.3,240.25,479.72,542.6,0.88,Zona Optima
Atleta_06,2026-04-10,11.86,815.1,717.5,504.58,544.94,0.93,Zona Optima
Atleta_06,2026-04-11,12.42,817.4,732.2,546.52,556.09,0.98,Zona Optima
Atleta_06,2026-04-12,11.55,660.1,889.2,603.86,567.2,1.06,Zona Optima
Atleta_06,2026-04-13,4.16,834.2,412.78,601.02,557.88,1.08,Zona Optima
Atleta_06,2026-04-14,12.07,790.7,727.9,630.32,560.81,1.12,Zona Optima
Atleta_06,2026-04-15,10.05,527.3,555.45,610.75,553.4,1.1,Zona Optima
Atleta_06,2026-04-16,12.11,176.9,535.22,652.89,554.88,1.18,Zona Optima
Atleta_06,2026-04-17,10.22,248.0,654.32,643.87,560.94,1.15,Zona Optima
Atleta_06,2026-04-18,6.66,328.5,364.89,591.39,561.94,1.05,Zona Optima
Atleta_06,2026-04-19,10.67,748.5,656.78,558.19,569.56,0.98,Zona Optima
Atleta_06,2026-04-20,7.8,616.4,492.83,569.63,564.6,1.01,Zona Optima
Atleta_06,2026-04-21,4.52,247.9,261.32,502.97,552.83,0.91,Zona Optima
Atleta_06,2026-04-22,10.88,405.4,748.4,530.54,556.59,0.95,Zona Optima
Atleta_06,2026-04-23,8.99,589.3,538.46,531.0,561.23,0.95,Zona Optima
Atleta_06,2026-04-24,4.92,530.1,357.68,488.62,557.63,0.88,Zona Optima
Atleta_06,2026-04-25,7.46,795.7,543.41,514.13,550.28,0.93,Zona Optima
Atleta_06,2026-04-26,5.45,667.6,567.6,501.39,548.73,0.91,Zona Optima
Atleta_06,2026-04-27,10.05,217.3,467.5,497.77,543.04,0.92,Zona Optima
Atleta_06,2026-04-28,9.52,615.2,565.6,541.24,548.66,0.99,Zona Optima
Atleta_06,2026-04-29,9.62,149.6,419.68,494.28,540.12,0.92,Zona Optima
Atleta_06,2026-04-30,6.61,519.3,420.1,477.37,535.24,0.89,Zona Optima
Atleta_06,2026-05-01,9.82,802.9,638.33,517.46,538.63,0.96,Zona Optima
Atleta_06,2026-05-02,12.81,751.6,739.9,545.53,549.39,0.99,Zona Optima
Atleta_06,2026-05-03,8.85,231.8,429.41,525.79,547.31,0.96,Zona Optima
Atleta_06,2026-05-04,6.16,1019.2,553.27,538.04,551.61,0.98,Zona Optima
Atleta_06,2026-05-05,6.5,653.1,456.03,522.39,549.23,0.95,Zona Optima
Atleta_06,2026-05-06,10.13,278.6,484.68,531.67,541.81,0.98,Zona Optima
Atleta_06,2026-05-07,8.01,699.3,529.22,547.26,552.13,0.99,Zona Optima
Atleta_06,2026-05-08,9.73,962.4,671.1,551.94,550.47,1.0,Zona Optima
Atleta_06,2026-05-09,7.91,886.4,588.34,530.29,545.34,0.97,Zona Optima
Atleta_06,2026-05-10,5.57,682.9,429.58,530.32,528.92,1.0,Zona Optima
Atleta_06,2026-05-11,9.09,459.6,501.4,522.91,532.09,0.98,Zona Optima
Atleta_06,2026-05-12,9.49,122.5,556.58,537.27,525.97,1.02,Zona Optima
Atleta_06,2026-05-13,4.8,449.9,325.75,514.57,517.76,0.99,Zona Optima
Atleta_06,2026-05-14,7.41,339.4,401.42,496.31,512.98,0.97,Zona Optima
Atleta_06,2026-05-15,5.55,355.8,328.71,447.4,501.36,0.89,Zona Optima
Atleta_06,2026-05-16,8.95,640.6,552.27,442.24,508.05,0.87,Zona Optima
Atleta_06,2026-05-17,11.92,151.0,522.86,455.57,503.27,0.91,Zona Optima
Atleta_06,2026-05-18,11.43,384.2,573.12,465.82,506.13,0.92,Zona Optima
Atleta_06,2026-05-19,10.25,561.7,579.23,469.05,517.49,0.91,Zona Optima
Atleta_06,2026-05-20,4.63,995.0,479.2,490.97,507.87,0.97,Zona Optima
Atleta_06,2026-05-21,10.86,717.0,650.0,526.48,511.86,1.03,Zona Optima
Atleta_06,2026-05-22,4.18,144.7,206.69,509.05,506.46,1.01,Zona Optima
Atleta_06,2026-05-23,3.98,1013.5,465.26,496.62,503.67,0.99,Zona Optima
Atleta_06,2026-05-24,4.96,255.6,272.77,460.9,493.14,0.93,Zona Optima
Atleta_06,2026-05-25,5.37,388.1,334.96,426.87,488.41,0.87,Zona Optima
Atleta_06,2026-05-26,9.03,967.0,650.98,437.12,491.46,0.89,Zona Optima
Atleta_06,2026-05-27,8.73,793.1,581.96,451.8,497.25,0.91,Zona Optima
Atleta_06,2026-05-28,8.75,651.0,549.11,437.39,501.86,0.87,Zona Optima
Atleta_06,2026-05-29,6.68,685.3,486.16,477.31,496.43,0.96,Zona Optima
Atleta_06,2026-05-30,12.23,191.9,555.91,490.26,489.86,1.0,Zona Optima
Atleta_06,2026-05-31,11.6,645.5,661.71,545.83,498.15,1.1,Zona Optima
Atleta_06,2026-06-01,6.42,267.9,350.11,547.99,490.9,1.12,Zona Optima
Atleta_06,2026-06-02,12.88,533.1,672.05,551.0,498.61,1.11,Zona Optima
Atleta_06,2026-06-03,10.91,513.4,596.38,553.06,502.6,1.1,Zona Optima
Atleta_06,2026-06-04,5.77,428.7,489.69,544.57,501.19,1.09,Zona Optima
Atleta_06,2026-06-05,7.36,159.8,341.34,523.88,489.41,1.07,Zona Optima
Atleta_06,2026-06-06,7.47,424.5,426.26,505.36,483.62,1.04,Zona Optima
Atleta_06,2026-06-07,10.97,133.9,639.61,502.21,491.12,1.02,Zona Optima
Atleta_06,2026-06-08,8.24,221.3,392.4,508.25,487.23,1.04,Zona Optima
Atleta_06,2026-06-09,10.44,742.4,642.02,503.96,490.28,1.03,Zona Optima
Atleta_06,2026-06-10,13.57,137.1,786.06,531.05,506.72,1.05,Zona Optima
Atleta_06,2026-06-11,13.44,229.1,612.07,548.54,514.25,1.07,Zona Optima
Atleta_06,2026-06-12,7.64,673.5,512.87,573.04,520.82,1.1,Zona Optima
Atleta_06,2026-06-13,7.15,659.6,657.66,606.1,524.59,1.16,Zona Optima
Atleta_06,2026-06-14,10.71,888.5,696.84,614.27,530.8,1.16,Zona Optima
Atleta_06,2026-06-15,7.03,548.1,599.12,643.81,531.73,1.21,Zona Optima
Atleta_06,2026-06-16,7.89,693.2,525.51,627.16,529.81,1.18,Zona Optima
Atleta_06,2026-06-17,7.91,1013.0,618.76,603.26,534.79,1.13,Zona Optima
Atleta_06,2026-06-18,4.04,547.1,433.65,577.77,527.07,1.1,Zona Optima
Atleta_06,2026-06-19,5.2,466.0,346.56,554.01,532.06,1.04,Zona Optima
Atleta_06,2026-06-20,4.57,992.6,646.81,552.46,538.55,1.03,Zona Optima
Atleta_06,2026-06-21,9.43,886.8,642.53,544.71,551.75,0.99,Zona Optima
Atleta_06,2026-06-22,6.08,808.8,489.83,529.09,557.28,0.95,Zona Optima
Atleta_06,2026-06-23,12.58,949.1,785.71,566.26,562.1,1.01,Zona Optima
Atleta_06,2026-06-24,12.16,575.3,663.7,572.68,565.02,1.01,Zona Optima
Atleta_06,2026-06-25,7.05,838.8,717.69,613.26,571.04,1.07,Zona Optima
Atleta_06,2026-06-26,8.43,596.9,515.78,637.44,572.09,1.11,Zona Optima
Atleta_06,2026-06-27,6.16,724.9,464.59,611.4,568.83,1.07,Zona Optima
Atleta_06,2026-06-28,12.35,220.9,559.88,599.6,565.2,1.06,Zona Optima
Atleta_07,2026-03-01,10.55,529.0,579.63,579.63,579.63,1.0,Zona Optima
Atleta_07,2026-03-02,7.92,387.4,582.3,580.96,580.96,1.0,Zona Optima
Atleta_07,2026-03-03,11.63,516.2,620.31,594.08,594.08,1.0,Zona Optima
Atleta_07,2026-03-04,9.7,698.3,597.6,594.96,594.96,1.0,Zona Optima
Atleta_07,2026-03-05,6.38,669.6,458.24,567.62,567.62,1.0,Zona Optima
Atleta_07,2026-03-06,9.82,661.2,595.35,572.24,572.24,1.0,Zona Optima
Atleta_07,2026-03-07,8.44,797.8,566.5,571.42,571.42,1.0,Zona Optima
Atleta_07,2026-03-08,8.93,376.5,467.8,555.44,558.47,0.99,Zona Optima
Atleta_07,2026-03-09,10.6,482.4,576.25,554.58,560.44,0.99,Zona Optima
Atleta_07,2026-03-10,3.83,388.7,268.87,504.37,531.29,0.95,Zona Optima
Atleta_07,2026-03-11,9.41,228.3,445.17,482.6,523.46,0.92,Zona Optima
Atleta_07,2026-03-12,9.3,774.8,817.25,533.88,547.94,0.97,Zona Optima
Atleta_07,2026-03-13,4.68,492.1,339.43,497.32,531.9,0.93,Zona Optima
Atleta_07,2026-03-14,3.86,165.3,202.63,445.34,508.38,0.88,Zona Optima
Atleta_07,2026-03-15,3.86,873.4,409.1,436.96,501.76,0.87,Zona Optima
Atleta_07,2026-03-16,3.9,857.7,559.63,434.58,505.38,0.86,Zona Optima
Atleta_07,2026-03-17,11.27,182.4,506.13,468.48,505.42,0.93,Zona Optima
Atleta_07,2026-03-18,10.14,640.5,600.68,490.69,510.71,0.96,Zona Optima
Atleta_07,2026-03-19,5.89,216.7,304.94,417.51,499.88,0.84,Zona Optima
Atleta_07,2026-03-20,3.67,395.5,255.61,405.53,487.67,0.83,Zona Optima
Atleta_07,2026-03-21,8.36,739.8,548.69,454.97,490.58,0.93,Zona Optima
Atleta_07,2026-03-22,7.25,821.5,546.11,474.54,493.1,0.96,Zona Optima
Atleta_07,2026-03-23,4.44,510.2,323.2,440.77,485.71,0.91,Zona Optima
Atleta_07,2026-03-24,11.52,599.0,637.48,459.53,492.04,0.93,Zona Optima
Atleta_07,2026-03-25,4.89,849.1,454.07,438.59,490.52,0.89,Zona Optima
Atleta_07,2026-03-26,10.93,463.6,574.71,477.12,493.76,0.97,Zona Optima
Atleta_07,2026-03-27,11.27,660.3,650.44,533.53,499.56,1.07,Zona Optima
Atleta_07,2026-03-28,8.19,235.1,397.75,511.97,495.92,1.03,Zona Optima
Atleta_07,2026-03-29,9.92,510.9,745.54,540.46,501.85,1.08,Zona Optima
Atleta_07,2026-03-30,7.35,439.4,430.48,555.78,496.43,1.12,Zona Optima
Atleta_07,2026-03-31,8.35,594.4,512.26,537.89,492.57,1.09,Zona Optima
Atleta_07,2026-04-01,10.01,794.1,640.54,564.53,494.1,1.14,Zona Optima
Atleta_07,2026-04-02,4.97,521.4,360.13,533.88,490.6,1.09,Zona Optima
Atleta_07,2026-04-03,7.56,688.3,511.81,514.07,487.61,1.05,Zona Optima
Atleta_07,2026-04-04,7.98,605.6,502.78,529.08,485.34,1.09,Zona Optima
Atleta_07,2026-04-05,10.37,854.5,905.88,551.98,500.98,1.1,Zona Optima
Atleta_07,2026-04-06,11.4,572.5,627.42,580.12,502.81,1.15,Zona Optima
Atleta_07,2026-04-07,9.68,242.1,455.31,571.98,509.47,1.12,Zona Optima
Atleta_07,2026-04-08,10.58,98.4,455.84,545.6,509.85,1.07,Zona Optima
Atleta_07,2026-04-09,7.2,739.2,504.01,566.15,498.66,1.14,Zona Optima
Atleta_07,2026-04-10,9.57,649.5,581.26,576.07,507.3,1.14,Zona Optima
Atleta_07,2026-04-11,11.47,232.5,528.69,579.77,518.95,1.12,Zona Optima
Atleta_07,2026-04-12,5.9,313.4,335.25,498.25,516.31,0.97,Zona Optima
Atleta_07,2026-04-13,11.47,850.1,967.43,546.83,530.87,1.03,Zona Optima
Atleta_07,2026-04-14,7.51,462.6,439.23,544.53,528.48,1.03,Zona Optima
Atleta_07,2026-04-15,3.86,812.7,405.62,537.36,521.52,1.03,Zona Optima
Atleta_07,2026-04-16,10.39,743.3,639.98,556.78,533.48,1.04,Zona Optima
Atleta_07,2026-04-17,7.92,414.5,441.04,536.75,540.11,0.99,Zona Optima
Atleta_07,2026-04-18,11.65,574.8,633.11,551.67,543.12,1.02,Zona Optima
Atleta_07,2026-04-19,8.65,863.2,808.51,619.27,552.49,1.12,Zona Optima
Atleta_07,2026-04-20,8.08,583.4,497.02,552.07,558.7,0.99,Zona Optima
Atleta_07,2026-04-21,11.51,799.2,692.05,588.19,560.65,1.05,Zona Optima
Atleta_07,2026-04-22,9.82,241.1,463.58,596.47,560.99,1.06,Zona Optima
Atleta_07,2026-04-23,9.1,303.1,459.93,570.75,556.89,1.02,Zona Optima
Atleta_07,2026-04-24,11.19,408.2,772.73,618.13,561.26,1.1,Zona Optima
Atleta_07,2026-04-25,6.63,634.2,465.0,594.12,563.66,1.05,Zona Optima
Atleta_07,2026-04-26,5.08,403.1,426.69,539.57,552.27,0.98,Zona Optima
Atleta_07,2026-04-27,7.87,702.8,521.28,543.04,555.51,0.98,Zona Optima
Atleta_07,2026-04-28,7.32,820.9,539.6,521.26,556.49,0.94,Zona Optima
Atleta_07,2026-04-29,4.04,765.7,386.5,510.25,547.42,0.93,Zona Optima
Atleta_07,2026-04-30,4.6,228.5,254.5,480.9,543.64,0.88,Zona Optima
Atleta_07,2026-05-01,8.49,422.1,634.95,461.22,548.04,0.84,Zona Optima
Atleta_07,2026-05-02,5.06,239.9,273.57,433.87,539.86,0.8,Zona Optima
Atleta_07,2026-05-03,3.71,484.4,405.26,430.81,521.98,0.83,Zona Optima
Atleta_07,2026-05-04,7.71,733.0,530.67,432.15,518.52,0.83,Zona Optima
Atleta_07,2026-05-05,6.25,138.4,395.03,411.5,516.37,0.8,Subentrenamiento
Atleta_07,2026-05-06,7.52,107.6,335.96,404.28,512.09,0.79,Subentrenamiento
Atleta_07,2026-05-07,9.12,856.0,842.29,488.25,524.17,0.93,Zona Optima
Atleta_07,2026-05-08,7.99,121.1,476.98,465.68,520.44,0.89,Zona Optima
Atleta_07,2026-05-09,5.49,769.0,447.34,490.5,517.54,0.95,Zona Optima
Atleta_07,2026-05-10,9.43,399.4,672.62,528.7,529.59,1.0,Zona Optima
Atleta_07,2026-05-11,3.8,210.1,217.99,484.03,502.82,0.96,Zona Optima
Atleta_07,2026-05-12,9.26,428.9,498.48,498.81,504.94,0.99,Zona Optima
Atleta_07,2026-05-13,5.49,186.8,370.24,503.71,503.68,1.0,Zona Optima
Atleta_07,2026-05-14,7.68,447.3,445.37,447.0,496.72,0.9,Zona Optima
Atleta_07,2026-05-15,8.76,871.6,609.1,465.88,502.73,0.93,Zona Optima
Atleta_07,2026-05-16,7.19,806.9,533.83,478.23,499.18,0.96,Zona Optima
Atleta_07,2026-05-17,8.61,740.8,567.91,463.27,490.59,0.94,Zona Optima
Atleta_07,2026-05-18,7.25,325.0,521.09,506.57,491.45,1.03,Zona Optima
Atleta_07,2026-05-19,11.63,678.9,663.49,530.15,490.43,1.08,Zona Optima
Atleta_07,2026-05-20,8.67,245.4,574.99,559.4,494.41,1.13,Zona Optima
Atleta_07,2026-05-21,6.11,615.8,428.3,556.96,493.28,1.13,Zona Optima
Atleta_07,2026-05-22,4.75,597.4,369.57,522.74,478.88,1.09,Zona Optima
Atleta_07,2026-05-23,8.21,535.3,496.49,517.41,480.0,1.08,Zona Optima
Atleta_07,2026-05-24,9.65,452.2,522.93,510.98,483.44,1.06,Zona Optima
Atleta_07,2026-05-25,6.72,130.2,314.7,481.5,476.06,1.01,Zona Optima
Atleta_07,2026-05-26,8.88,108.0,386.25,441.89,470.59,0.94,Zona Optima
Atleta_07,2026-05-27,8.03,769.3,554.4,438.95,476.58,0.92,Zona Optima
Atleta_07,2026-05-28,9.0,530.1,521.98,452.33,486.14,0.93,Zona Optima
Atleta_07,2026-05-29,5.32,257.1,281.03,439.68,473.5,0.93,Zona Optima
Atleta_07,2026-05-30,6.32,527.7,418.39,428.53,478.67,0.9,Zona Optima
Atleta_07,2026-05-31,5.31,623.7,398.99,410.82,478.44,0.86,Zona Optima
Atleta_07,2026-06-01,9.2,869.2,636.41,456.78,482.22,0.95,Zona Optima
Atleta_07,2026-06-02,5.03,462.9,344.78,450.85,480.42,0.94,Zona Optima
Atleta_07,2026-06-03,10.23,263.0,660.94,466.07,492.03,0.95,Zona Optima
Atleta_07,2026-06-04,4.1,106.2,193.54,419.15,468.86,0.89,Zona Optima
Atleta_07,2026-06-05,6.05,564.2,407.95,437.29,466.4,0.94,Zona Optima
Atleta_07,2026-06-06,10.51,308.0,508.01,450.09,468.56,0.96,Zona Optima
Atleta_07,2026-06-07,6.72,333.5,377.31,446.99,458.02,0.98,Zona Optima
Atleta_07,2026-06-08,4.87,417.6,430.22,417.54,465.6,0.9,Zona Optima
Atleta_07,2026-06-09,10.29,408.1,528.04,443.72,466.65,0.95,Zona Optima
Atleta_07,2026-06-10,10.16,697.9,625.24,438.62,475.76,0.92,Zona Optima
Atleta_07,2026-06-11,7.52,457.1,437.26,473.43,475.47,1.0,Zona Optima
Atleta_07,2026-06-12,3.52,134.5,177.78,440.55,460.06,0.96,Zona Optima
Atleta_07,2026-06-13,9.53,428.6,514.25,441.44,459.37,0.96,Zona Optima
Atleta_07,2026-06-14,9.71,110.5,420.08,447.55,454.09,0.99,Zona Optima
Atleta_07,2026-06-15,7.04,415.5,404.17,443.83,449.91,0.99,Zona Optima
Atleta_07,2026-06-16,9.47,322.8,478.72,436.79,443.31,0.99,Zona Optima
Atleta_07,2026-06-17,10.31,797.6,657.38,441.38,446.25,0.99,Zona Optima
Atleta_07,2026-06-18,7.89,431.0,441.93,442.04,446.74,0.99,Zona Optima
Atleta_07,2026-06-19,6.6,402.6,385.68,471.74,447.32,1.05,Zona Optima
Atleta_07,2026-06-20,4.01,151.5,196.51,426.35,436.6,0.98,Zona Optima
Atleta_07,2026-06-21,10.84,808.4,680.01,463.49,442.21,1.05,Zona Optima
Atleta_07,2026-06-22,9.91,444.3,523.12,480.48,449.66,1.07,Zona Optima
Atleta_07,2026-06-23,5.54,757.5,453.88,476.93,452.07,1.05,Zona Optima
Atleta_07,2026-06-24,10.53,510.7,570.9,464.58,452.66,1.03,Zona Optima
Atleta_07,2026-06-25,5.14,128.9,244.12,436.32,442.74,0.99,Zona Optima
Atleta_07,2026-06-26,8.75,641.2,547.45,459.43,452.25,1.02,Zona Optima
Atleta_07,2026-06-27,8.97,535.3,514.96,504.92,455.7,1.11,Zona Optima
Atleta_07,2026-06-28,10.51,325.7,698.04,507.5,466.38,1.09,Zona Optima
Atleta_08,2026-03-01,10.37,859.1,662.01,662.01,662.01,1.0,Zona Optima
Atleta_08,2026-03-02,7.08,717.3,496.15,579.08,579.08,1.0,Zona Optima
Atleta_08,2026-03-03,8.82,519.7,517.74,558.63,558.63,1.0,Zona Optima
Atleta_08,2026-03-04,6.09,239.4,317.02,498.23,498.23,1.0,Zona Optima
Atleta_08,2026-03-05,4.37,657.9,369.4,472.46,472.46,1.0,Zona Optima
Atleta_08,2026-03-06,9.93,420.9,523.61,480.99,480.99,1.0,Zona Optima
Atleta_08,2026-03-07,11.09,241.2,521.34,486.75,486.75,1.0,Zona Optima
Atleta_08,2026-03-08,9.08,752.2,790.72,505.14,524.75,0.96,Zona Optima
Atleta_08,2026-03-09,7.18,423.1,419.03,494.12,513.0,0.96,Zona Optima
Atleta_08,2026-03-10,7.45,158.4,470.67,487.4,508.77,0.96,Zona Optima
Atleta_08,2026-03-11,9.02,798.5,601.55,528.05,517.2,1.02,Zona Optima
Atleta_08,2026-03-12,10.55,458.1,559.5,555.2,520.73,1.07,Zona Optima
Atleta_08,2026-03-13,10.93,623.6,629.51,570.33,529.1,1.08,Zona Optima
Atleta_08,2026-03-14,9.07,800.3,610.88,583.12,534.94,1.09,Zona Optima
Atleta_08,2026-03-15,7.62,627.7,661.77,564.7,543.39,1.04,Zona Optima
Atleta_08,2026-03-16,8.8,860.7,612.66,592.36,547.72,1.08,Zona Optima
Atleta_08,2026-03-17,7.52,813.5,549.43,603.61,547.82,1.1,Zona Optima
Atleta_08,2026-03-18,6.79,107.7,409.76,576.22,540.15,1.07,Zona Optima
Atleta_08,2026-03-19,8.86,413.8,472.06,563.72,536.57,1.05,Zona Optima
Atleta_08,2026-03-20,6.65,171.9,321.9,519.78,525.84,0.99,Zona Optima
Atleta_08,2026-03-21,3.63,759.0,363.37,484.42,518.1,0.93,Zona Optima
Atleta_08,2026-03-22,7.25,366.5,386.93,445.16,512.14,0.87,Zona Optima
Atleta_08,2026-03-23,4.76,488.4,336.93,405.77,504.52,0.8,Zona Optima
Atleta_08,2026-03-24,5.25,320.7,414.28,386.46,500.76,0.77,Subentrenamiento
Atleta_08,2026-03-25,7.55,277.3,382.06,382.5,496.01,0.77,Subentrenamiento
Atleta_08,2026-03-26,3.99,277.0,241.41,349.55,486.22,0.72,Subentrenamiento
Atleta_08,2026-03-27,10.51,105.6,448.01,367.57,484.8,0.76,Subentrenamiento
Atleta_08,2026-03-28,10.65,485.2,561.98,395.94,487.56,0.81,Zona Optima
Atleta_08,2026-03-29,5.57,337.6,320.71,386.48,475.37,0.81,Zona Optima
Atleta_08,2026-03-30,10.48,294.7,512.12,411.51,475.94,0.86,Zona Optima
Atleta_08,2026-03-31,9.6,719.3,803.01,467.04,486.13,0.96,Zona Optima
Atleta_08,2026-04-01,4.56,686.9,380.69,466.85,488.4,0.96,Zona Optima
Atleta_08,2026-04-02,6.12,377.5,349.79,482.33,487.7,0.99,Zona Optima
Atleta_08,2026-04-03,4.26,780.6,401.83,475.73,483.35,0.98,Zona Optima
Atleta_08,2026-04-04,9.26,294.0,453.52,460.24,480.93,0.96,Zona Optima
Atleta_08,2026-04-05,10.35,559.0,578.58,497.08,473.36,1.05,Zona Optima
Atleta_08,2026-04-06,4.27,152.3,218.92,455.19,466.21,0.98,Zona Optima
Atleta_08,2026-04-07,7.82,655.3,510.56,413.41,467.63,0.88,Zona Optima
Atleta_08,2026-04-08,3.53,342.6,249.06,394.61,455.04,0.87,Zona Optima
Atleta_08,2026-04-09,4.55,730.2,399.88,401.76,449.34,0.89,Zona Optima
Atleta_08,2026-04-10,9.51,853.7,865.61,468.02,457.78,1.02,Zona Optima
Atleta_08,2026-04-11,11.26,432.1,581.21,486.26,456.72,1.06,Zona Optima
Atleta_08,2026-04-12,8.83,666.2,753.89,511.3,460.01,1.11,Zona Optima
Atleta_08,2026-04-13,4.81,275.2,273.11,519.05,447.88,1.16,Zona Optima
Atleta_08,2026-04-14,8.88,420.9,644.79,538.22,451.28,1.19,Zona Optima
Atleta_08,2026-04-15,8.42,758.7,565.56,583.44,456.85,1.28,Zona Optima
Atleta_08,2026-04-16,9.77,709.9,605.84,612.86,461.63,1.33,Advertencia
Atleta_08,2026-04-17,4.8,617.9,378.69,543.3,463.66,1.17,Zona Optima
Atleta_08,2026-04-18,4.63,791.3,430.67,521.79,466.06,1.12,Zona Optima
Atleta_08,2026-04-19,11.29,365.5,566.71,495.05,472.48,1.05,Zona Optima
Atleta_08,2026-04-20,8.96,514.7,690.8,554.72,485.12,1.14,Zona Optima
Atleta_08,2026-04-21,7.15,171.2,333.61,510.27,482.24,1.06,Zona Optima
Atleta_08,2026-04-22,6.09,558.5,412.23,488.36,483.31,1.01,Zona Optima
Atleta_08,2026-04-23,5.0,326.0,296.72,444.2,485.29,0.92,Zona Optima
Atleta_08,2026-04-24,5.0,684.4,404.23,447.85,483.73,0.93,Zona Optima
Atleta_08,2026-04-25,3.97,357.6,269.62,424.85,473.28,0.9,Zona Optima
Atleta_08,2026-04-26,7.51,493.3,453.75,408.71,478.04,0.85,Zona Optima
Atleta_08,2026-04-27,4.22,573.2,341.24,358.77,471.93,0.76,Subentrenamiento
Atleta_08,2026-04-28,9.42,822.7,621.68,399.92,465.46,0.86,Zona Optima
Atleta_08,2026-04-29,4.99,556.3,363.85,393.01,464.86,0.85,Zona Optima
Atleta_08,2026-04-30,9.31,332.3,474.88,418.46,469.32,0.89,Zona Optima
Atleta_08,2026-05-01,4.81,253.5,268.7,399.1,464.57,0.86,Zona Optima
Atleta_08,2026-05-02,4.61,141.2,223.72,392.55,456.36,0.86,Zona Optima
Atleta_08,2026-05-03,7.2,337.1,393.37,383.92,449.75,0.85,Zona Optima
Atleta_08,2026-05-04,7.25,521.8,446.09,398.9,457.86,0.87,Zona Optima
Atleta_08,2026-05-05,10.26,191.9,469.24,377.12,456.38,0.83,Zona Optima
Atleta_08,2026-05-06,8.31,762.4,565.82,405.97,467.7,0.87,Zona Optima
Atleta_08,2026-05-07,4.56,838.5,428.8,399.39,468.73,0.85,Zona Optima
Atleta_08,2026-05-08,10.4,663.8,617.59,449.23,459.87,0.98,Zona Optima
Atleta_08,2026-05-09,7.95,678.8,519.12,491.43,457.65,1.07,Zona Optima
Atleta_08,2026-05-10,3.73,655.9,339.31,483.71,442.85,1.09,Zona Optima
Atleta_08,2026-05-11,7.93,854.6,775.82,530.81,460.8,1.15,Zona Optima
Atleta_08,2026-05-12,5.56,744.8,439.84,526.61,453.48,1.16,Zona Optima
Atleta_08,2026-05-13,7.42,793.0,717.34,548.26,458.9,1.19,Zona Optima
Atleta_08,2026-05-14,3.94,108.5,193.36,514.63,444.17,1.16,Zona Optima
Atleta_08,2026-05-15,5.14,409.0,438.93,489.1,446.32,1.1,Zona Optima
Atleta_08,2026-05-16,3.73,741.5,371.78,468.05,444.22,1.05,Zona Optima
Atleta_08,2026-05-17,7.53,731.0,521.16,494.03,442.59,1.12,Zona Optima
Atleta_08,2026-05-18,8.95,572.6,712.93,485.05,443.38,1.09,Zona Optima
Atleta_08,2026-05-19,5.23,399.5,445.05,485.79,447.36,1.09,Zona Optima
Atleta_08,2026-05-20,9.17,818.3,612.84,470.86,454.53,1.04,Zona Optima
Atleta_08,2026-05-21,6.96,119.6,318.1,488.68,455.29,1.07,Zona Optima
Atleta_08,2026-05-22,4.93,711.3,413.36,485.03,455.62,1.06,Zona Optima
Atleta_08,2026-05-23,8.88,321.1,456.56,497.14,462.29,1.08,Zona Optima
Atleta_08,2026-05-24,3.44,542.6,296.98,465.12,456.7,1.02,Zona Optima
